id,album,name,artist,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2TyyNtsIxpQiigEqFZZ6a0,Flame,Flame,ARTBAT,False,43,0.635,0.912,4,-6.881,0,0.0686,0.00443,0.801,0.299,0.0369,127.008,audio_features,spotify:track:2TyyNtsIxpQiigEqFZZ6a0,https://api.spotify.com/v1/tracks/2TyyNtsIxpQiigEqFZZ6a0,https://api.spotify.com/v1/audio-analysis/2TyyNtsIxpQiigEqFZZ6a0,7.685033333333333,4
1amfDxySvja0PP6LjosvNB,The Mirage EP,The Mirage,Agents Of Time,False,55,0.724,0.866,10,-7.028,0,0.0448,0.0658,0.923,0.103,0.525,126.0,audio_features,spotify:track:1amfDxySvja0PP6LjosvNB,https://api.spotify.com/v1/tracks/1amfDxySvja0PP6LjosvNB,https://api.spotify.com/v1/audio-analysis/1amfDxySvja0PP6LjosvNB,6.198383333333333,4
4d2Gndzn9dnmUC8jIzI9d4,Time (feat. Jules Buckley),Time - feat. Jules Buckley,"Tale Of Us, Pete Tong, Jules Buckley",False,59,0.555,0.834,4,-11.908,0,0.0381,0.00198,0.88,0.0821,0.0404,126.0,audio_features,spotify:track:4d2Gndzn9dnmUC8jIzI9d4,https://api.spotify.com/v1/tracks/4d2Gndzn9dnmUC8jIzI9d4,https://api.spotify.com/v1/audio-analysis/4d2Gndzn9dnmUC8jIzI9d4,5.183116666666667,4
4rERaNiKlILD603GJvdEvm,Cappadocia,Cappadocia,"Ben Böhmer, Romain Garcia",False,57,0.349,0.685,8,-9.281,1,0.0421,0.0037,0.893,0.122,0.277,123.025,audio_features,spotify:track:4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/tracks/4rERaNiKlILD603GJvdEvm,https://api.spotify.com/v1/audio-analysis/4rERaNiKlILD603GJvdEvm,4.701066666666667,4
0nQdTcykkSL4f8MP8qE1Fl,Oxygen Levels Low EP,Wait For You,Colyn,False,41,0.803,0.792,5,-6.623,0,0.0523,0.00808,0.82,0.0934,0.201,123.997,audio_features,spotify:track:0nQdTcykkSL4f8MP8qE1Fl,https://api.spotify.com/v1/tracks/0nQdTcykkSL4f8MP8qE1Fl,https://api.spotify.com/v1/audio-analysis/0nQdTcykkSL4f8MP8qE1Fl,7.753333333333333,4
1i5XRu1L0x7gIg9UGKqizL,Consciousness (Eric Prydz Remix),Consciousness - Eric Prydz Remix,"Anyma, Chris Avantgarde, Eric Prydz",False,63,0.623,0.866,7,-7.145,1,0.051,0.0109,0.785,0.637,0.244,125.967,audio_features,spotify:track:1i5XRu1L0x7gIg9UGKqizL,https://api.spotify.com/v1/tracks/1i5XRu1L0x7gIg9UGKqizL,https://api.spotify.com/v1/audio-analysis/1i5XRu1L0x7gIg9UGKqizL,4.068833333333333,4
1b6ORDswsTNXc1uND6Z1jR,Eric Prydz Presents Pryda,Sunburst,Pryda,False,30,0.66,0.931,2,-4.939,1,0.0346,0.0162,0.715,0.128,0.124,125.998,audio_features,spotify:track:1b6ORDswsTNXc1uND6Z1jR,https://api.spotify.com/v1/tracks/1b6ORDswsTNXc1uND6Z1jR,https://api.spotify.com/v1/audio-analysis/1b6ORDswsTNXc1uND6Z1jR,5.540883333333333,3
3TT5YoVMLcNGPOqvj7I2wD,Andromeda,Emerald,"Miss Monique, Two Are",False,32,0.747,0.903,7,-7.972,1,0.0557,0.0294,0.812,0.0872,0.387,123.011,audio_features,spotify:track:3TT5YoVMLcNGPOqvj7I2wD,https://api.spotify.com/v1/tracks/3TT5YoVMLcNGPOqvj7I2wD,https://api.spotify.com/v1/audio-analysis/3TT5YoVMLcNGPOqvj7I2wD,7.414633333333334,4
6jYXP1jrYIHkEYglFgeL2Q,Home,Home,"Adriatique, Marino Canal, Delhia De France",False,61,0.612,0.767,2,-5.972,0,0.0317,0.33,0.221,0.353,0.0458,120.018,audio_features,spotify:track:6jYXP1jrYIHkEYglFgeL2Q,https://api.spotify.com/v1/tracks/6jYXP1jrYIHkEYglFgeL2Q,https://api.spotify.com/v1/audio-analysis/6jYXP1jrYIHkEYglFgeL2Q,5.508333333333334,4
4rEcDCYhXh7vtaZH9mQWi4,Eternal Roamer,Eternal Roamer,ENØS,False,38,0.753,0.831,1,-11.248,1,0.0378,0.00102,0.856,0.112,0.0358,124.986,audio_features,spotify:track:4rEcDCYhXh7vtaZH9mQWi4,https://api.spotify.com/v1/tracks/4rEcDCYhXh7vtaZH9mQWi4,https://api.spotify.com/v1/audio-analysis/4rEcDCYhXh7vtaZH9mQWi4,6.4599,4
4ZhVRSxT1JP0SWp4VF0EL9,In My System EP,The Feeling - 2022 Remaster,Massano,False,62,0.716,0.862,11,-9.065,0,0.0588,0.0017,0.883,0.221,0.0352,123.983,audio_features,spotify:track:4ZhVRSxT1JP0SWp4VF0EL9,https://api.spotify.com/v1/tracks/4ZhVRSxT1JP0SWp4VF0EL9,https://api.spotify.com/v1/audio-analysis/4ZhVRSxT1JP0SWp4VF0EL9,6.14735,4
476iNCuZzxV3AXQeRlF1qv,Swallow (Tale Of Us Remix),Swallow - Tale Of Us Remix,"Monolink, Tale Of Us",False,55,0.737,0.609,6,-10.034,1,0.0584,0.301,0.756,0.0919,0.176,124.006,audio_features,spotify:track:476iNCuZzxV3AXQeRlF1qv,https://api.spotify.com/v1/tracks/476iNCuZzxV3AXQeRlF1qv,https://api.spotify.com/v1/audio-analysis/476iNCuZzxV3AXQeRlF1qv,7.419183333333334,3
7qmj6GXCoataBL3kBYBrII,Bridges In The Sky,Bridges In The Sky (feat. Maurits Colijn),"Colyn, Maurits Colijn",False,47,0.751,0.729,11,-9.282,0,0.0389,0.101,0.918,0.113,0.641,122.988,audio_features,spotify:track:7qmj6GXCoataBL3kBYBrII,https://api.spotify.com/v1/tracks/7qmj6GXCoataBL3kBYBrII,https://api.spotify.com/v1/audio-analysis/7qmj6GXCoataBL3kBYBrII,5.7561,4
6kZOfRM1yZUyLGATRhPTuf,Cenote,Cenote,Sainte Vie,False,50,0.563,0.902,8,-10.781,0,0.0408,0.00858,0.878,0.0756,0.0403,121.99,audio_features,spotify:track:6kZOfRM1yZUyLGATRhPTuf,https://api.spotify.com/v1/tracks/6kZOfRM1yZUyLGATRhPTuf,https://api.spotify.com/v1/audio-analysis/6kZOfRM1yZUyLGATRhPTuf,4.97225,4
7ehBoh9FIeIiEnORzexRZ2,For Every Forever EP,For Every Forever,Mathame,False,48,0.713,0.537,4,-8.741,0,0.0421,0.00237,0.387,0.0856,0.0556,128.034,audio_features,spotify:track:7ehBoh9FIeIiEnORzexRZ2,https://api.spotify.com/v1/tracks/7ehBoh9FIeIiEnORzexRZ2,https://api.spotify.com/v1/audio-analysis/7ehBoh9FIeIiEnORzexRZ2,6.375,4
3Allgqu3MaHE8QFvzoP90S,Hold Me To The Light,Hold Me To The Light - Tale Of Us Remix,"KAS:ST, Be No Rain, Tale Of Us",False,50,0.643,0.822,7,-9.29,1,0.0497,0.00363,0.749,0.13,0.0854,125.969,audio_features,spotify:track:3Allgqu3MaHE8QFvzoP90S,https://api.spotify.com/v1/tracks/3Allgqu3MaHE8QFvzoP90S,https://api.spotify.com/v1/audio-analysis/3Allgqu3MaHE8QFvzoP90S,6.634916666666666,4
0hjRzBuGh9qGGzcbW7xK12,The Sign,The Sign,"CamelPhat, Anyma",False,69,0.714,0.782,7,-7.316,0,0.0402,0.0756,0.64,0.256,0.0663,121.969,audio_features,spotify:track:0hjRzBuGh9qGGzcbW7xK12,https://api.spotify.com/v1/tracks/0hjRzBuGh9qGGzcbW7xK12,https://api.spotify.com/v1/audio-analysis/0hjRzBuGh9qGGzcbW7xK12,3.5582666666666665,4
7i08AhQcrdD4GLlr2Pmamg,Dance With Me EP,Dance With Me,Kevin de Vries,False,64,0.792,0.704,6,-7.181,0,0.0631,0.00213,0.564,0.123,0.472,124.003,audio_features,spotify:track:7i08AhQcrdD4GLlr2Pmamg,https://api.spotify.com/v1/tracks/7i08AhQcrdD4GLlr2Pmamg,https://api.spotify.com/v1/audio-analysis/7i08AhQcrdD4GLlr2Pmamg,6.526516666666667,4
7xvl39LuJ8o5yeHR1kta90,Tibet,Tibet,"ARTBAT, Argy, Zafrir",False,60,0.729,0.919,4,-8.763,0,0.0855,0.000355,0.616,0.321,0.0382,123.989,audio_features,spotify:track:7xvl39LuJ8o5yeHR1kta90,https://api.spotify.com/v1/tracks/7xvl39LuJ8o5yeHR1kta90,https://api.spotify.com/v1/audio-analysis/7xvl39LuJ8o5yeHR1kta90,6.72795,4
2Nq06gpBMrjYnBLpi0cNYy,Night After Night,Night After Night - CamelPhat Remix,"Fideles, CamelPhat, Be No Rain",False,62,0.767,0.7,2,-7.887,1,0.0597,0.0144,0.419,0.0946,0.0383,123.984,audio_features,spotify:track:2Nq06gpBMrjYnBLpi0cNYy,https://api.spotify.com/v1/tracks/2Nq06gpBMrjYnBLpi0cNYy,https://api.spotify.com/v1/audio-analysis/2Nq06gpBMrjYnBLpi0cNYy,6.975466666666667,4
6PzfuuQ95fRU9JRFSFFq77,Point Of No Return,Point Of No Return,"Adam Port, Monolink",False,61,0.555,0.918,4,-10.394,1,0.034,0.00721,0.861,0.104,0.1,121.988,audio_features,spotify:track:6PzfuuQ95fRU9JRFSFFq77,https://api.spotify.com/v1/tracks/6PzfuuQ95fRU9JRFSFFq77,https://api.spotify.com/v1/audio-analysis/6PzfuuQ95fRU9JRFSFFq77,4.7317,4
2fY9O2PpELY5hubBbC2zEG,Pantheon,Pantheon,"Argy, Goom Gum",False,63,0.585,0.673,2,-8.274,1,0.0342,0.00062,0.284,0.205,0.0389,120.015,audio_features,spotify:track:2fY9O2PpELY5hubBbC2zEG,https://api.spotify.com/v1/tracks/2fY9O2PpELY5hubBbC2zEG,https://api.spotify.com/v1/audio-analysis/2fY9O2PpELY5hubBbC2zEG,4.537583333333333,4
